sequence_id,species,chrom,split,gc,held_out
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_37748814_37749837_-,brachypodium_distachyon,4,val,0.486328125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_4973296_4974319_-,brachypodium_distachyon,4,val,0.67578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_11244190_11245213_+,brachypodium_distachyon,4,val,0.443359375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_32300651_32301674_-,brachypodium_distachyon,4,val,0.384765625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_32569431_32570454_-,brachypodium_distachyon,4,val,0.5888671875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_7751142_7752165_-,brachypodium_distachyon,4,val,0.3984375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_12220102_12221125_-,brachypodium_distachyon,4,val,0.357421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_38149714_38150737_-,brachypodium_distachyon,4,val,0.5400390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_13394241_13395264_-,brachypodium_distachyon,4,val,0.4501953125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_42529018_42530041_-,brachypodium_distachyon,4,val,0.4072265625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_2725711_2726734_-,brachypodium_distachyon,4,val,0.3994140625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_12862358_12863381_-,brachypodium_distachyon,4,val,0.5107421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_4136147_4137170_+,brachypodium_distachyon,4,val,0.447265625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_3950400_3951423_-,brachypodium_distachyon,4,val,0.384765625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_5579420_5580443_-,brachypodium_distachyon,4,val,0.404296875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_35332316_35333339_-,brachypodium_distachyon,4,val,0.3662109375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_26484989_26486012_+,brachypodium_distachyon,4,val,0.482421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_36736435_36737458_+,brachypodium_distachyon,4,val,0.3642578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_1489476_1490499_-,brachypodium_distachyon,4,val,0.52734375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_2069706_2070729_-,brachypodium_distachyon,4,val,0.4443359375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_36518311_36519334_+,brachypodium_distachyon,4,val,0.5244140625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_41801730_41802753_+,brachypodium_distachyon,4,val,0.6474609375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_2890911_2891934_+,brachypodium_distachyon,4,val,0.4111328125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_41939061_41940084_-,brachypodium_distachyon,4,val,0.5068359375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_15659161_15660184_-,brachypodium_distachyon,4,val,0.400390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_24512697_24513720_-,brachypodium_distachyon,4,val,0.359375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_19634670_19635693_+,brachypodium_distachyon,4,val,0.53515625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_31361636_31362659_+,brachypodium_distachyon,4,val,0.4892578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_25024561_25025584_+,brachypodium_distachyon,4,val,0.3017578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_12964249_12965272_+,brachypodium_distachyon,4,val,0.3212890625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_24150403_24151426_+,brachypodium_distachyon,4,val,0.486328125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_33547077_33548100_-,brachypodium_distachyon,4,val,0.375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_6344068_6345091_+,brachypodium_distachyon,4,val,0.4267578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_45188979_45190002_-,brachypodium_distachyon,4,val,0.47265625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_17651957_17652980_+,brachypodium_distachyon,4,val,0.4697265625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_10527200_10528223_+,brachypodium_distachyon,4,val,0.509765625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_19949794_19950817_+,brachypodium_distachyon,4,val,0.6875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_33630535_33631558_+,brachypodium_distachyon,4,val,0.53125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_27117093_27118116_+,brachypodium_distachyon,4,val,0.517578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_47462762_47463785_-,brachypodium_distachyon,4,val,0.4716796875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_42966024_42967047_+,brachypodium_distachyon,4,val,0.48046875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_11647220_11648243_-,brachypodium_distachyon,4,val,0.462890625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_39680396_39681419_-,brachypodium_distachyon,4,val,0.3740234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_28300665_28301688_-,brachypodium_distachyon,4,val,0.3857421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_185891_186914_+,brachypodium_distachyon,4,val,0.3701171875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_31261160_31262183_+,brachypodium_distachyon,4,val,0.443359375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_2633595_2634618_-,brachypodium_distachyon,4,val,0.4990234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_47683500_47684523_+,brachypodium_distachyon,4,val,0.470703125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_11489079_11490102_+,brachypodium_distachyon,4,val,0.4638671875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_766363_767386_+,brachypodium_distachyon,4,val,0.3408203125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_13960815_13961838_+,brachypodium_distachyon,4,val,0.4794921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_5481245_5482268_-,brachypodium_distachyon,4,val,0.4443359375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_31907652_31908675_+,brachypodium_distachyon,4,val,0.408203125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_38730560_38731583_+,brachypodium_distachyon,4,val,0.626953125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_37817925_37818948_-,brachypodium_distachyon,4,val,0.3466796875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_28702478_28703501_+,brachypodium_distachyon,4,val,0.4580078125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_43971082_43972105_+,brachypodium_distachyon,4,val,0.4501953125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_13073670_13074693_-,brachypodium_distachyon,4,val,0.42578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_37137966_37138989_+,brachypodium_distachyon,4,val,0.4814453125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_546464_547487_-,brachypodium_distachyon,4,val,0.4169921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_30537783_30538806_-,brachypodium_distachyon,4,val,0.650390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_23832414_23833437_-,brachypodium_distachyon,4,val,0.5009765625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_5981137_5982160_+,brachypodium_distachyon,4,val,0.4951171875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_35907708_35908731_+,brachypodium_distachyon,4,val,0.5,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_21102116_21103139_+,brachypodium_distachyon,4,val,0.4130859375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_6718764_6719787_-,brachypodium_distachyon,4,val,0.4296875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_42641364_42642387_-,brachypodium_distachyon,4,val,0.4111328125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_17075055_17076078_+,brachypodium_distachyon,4,val,0.5498046875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_4399922_4400945_-,brachypodium_distachyon,4,val,0.3779296875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_2500361_2501384_-,brachypodium_distachyon,4,val,0.3427734375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_47496584_47497607_+,brachypodium_distachyon,4,val,0.541015625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_28701539_28702562_+,brachypodium_distachyon,4,val,0.4306640625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_48562269_48563292_-,brachypodium_distachyon,4,val,0.6396484375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_17127447_17128470_+,brachypodium_distachyon,4,val,0.4658203125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_34088202_34089225_+,brachypodium_distachyon,4,val,0.5185546875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_16661949_16662972_+,brachypodium_distachyon,4,val,0.369140625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_14718651_14719674_+,brachypodium_distachyon,4,val,0.5810546875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_37077762_37078785_+,brachypodium_distachyon,4,val,0.5625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_29413667_29414690_+,brachypodium_distachyon,4,val,0.482421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_23549153_23550176_-,brachypodium_distachyon,4,val,0.4453125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_27381384_27382407_+,brachypodium_distachyon,4,val,0.3662109375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_38880207_38881230_+,brachypodium_distachyon,4,val,0.4228515625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_35674484_35675507_+,brachypodium_distachyon,4,val,0.4365234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_34261816_34262839_-,brachypodium_distachyon,4,val,0.3955078125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_18658102_18659125_+,brachypodium_distachyon,4,val,0.4921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_10053609_10054632_-,brachypodium_distachyon,4,val,0.42578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_19691660_19692683_-,brachypodium_distachyon,4,val,0.6201171875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_587770_588793_+,brachypodium_distachyon,4,val,0.4697265625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_9209515_9210538_+,brachypodium_distachyon,4,val,0.427734375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_37882624_37883647_+,brachypodium_distachyon,4,val,0.4833984375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_5272048_5273071_+,brachypodium_distachyon,4,val,0.55078125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_3837542_3838565_+,brachypodium_distachyon,4,val,0.40625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_2710402_2711425_+,brachypodium_distachyon,4,val,0.419921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_2901206_2902229_-,brachypodium_distachyon,4,val,0.4052734375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_42975533_42976556_+,brachypodium_distachyon,4,val,0.5751953125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_29780925_29781948_-,brachypodium_distachyon,4,val,0.4521484375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_7130559_7131582_-,brachypodium_distachyon,4,val,0.3955078125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_10554866_10555889_+,brachypodium_distachyon,4,val,0.3984375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_24910079_24911102_-,brachypodium_distachyon,4,val,0.40234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_2211968_2212991_+,brachypodium_distachyon,4,val,0.4365234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_24335969_24336992_+,brachypodium_distachyon,4,val,0.40234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_37421770_37422793_-,brachypodium_distachyon,4,val,0.451171875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_35250010_35251033_-,brachypodium_distachyon,4,val,0.3955078125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_18824606_18825629_+,brachypodium_distachyon,4,val,0.4423828125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_7034065_7035088_+,brachypodium_distachyon,4,val,0.4345703125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_42382113_42383136_+,brachypodium_distachyon,4,val,0.3916015625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_20922221_20923244_-,brachypodium_distachyon,4,val,0.490234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_35095612_35096635_-,brachypodium_distachyon,4,val,0.4736328125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_31218690_31219713_-,brachypodium_distachyon,4,val,0.4677734375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_12983931_12984954_-,brachypodium_distachyon,4,val,0.4169921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_25750432_25751455_-,brachypodium_distachyon,4,val,0.5595703125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_45620872_45621895_+,brachypodium_distachyon,4,val,0.544921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_15681218_15682241_-,brachypodium_distachyon,4,val,0.3837890625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_28582877_28583900_-,brachypodium_distachyon,4,val,0.4150390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_33841153_33842176_-,brachypodium_distachyon,4,val,0.458984375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_4_18228629_18229652_-,brachypodium_distachyon,4,val,0.3837890625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_21805152_21806175_+,brachypodium_distachyon,5,test,0.40625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_27616498_27617521_+,brachypodium_distachyon,5,test,0.41796875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_10258997_10260020_+,brachypodium_distachyon,5,test,0.4443359375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_23486000_23487023_-,brachypodium_distachyon,5,test,0.3525390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_11386373_11387396_-,brachypodium_distachyon,5,test,0.3720703125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_26687653_26688676_-,brachypodium_distachyon,5,test,0.46484375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_6388199_6389222_+,brachypodium_distachyon,5,test,0.6337890625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_22944689_22945712_+,brachypodium_distachyon,5,test,0.4150390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_14075261_14076284_-,brachypodium_distachyon,5,test,0.591796875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_1446620_1447643_+,brachypodium_distachyon,5,test,0.3779296875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_22970448_22971471_+,brachypodium_distachyon,5,test,0.369140625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_7426794_7427817_-,brachypodium_distachyon,5,test,0.35546875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_14116544_14117567_+,brachypodium_distachyon,5,test,0.3642578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_2433896_2434919_-,brachypodium_distachyon,5,test,0.4248046875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_6014640_6015663_+,brachypodium_distachyon,5,test,0.44140625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_28491320_28492343_+,brachypodium_distachyon,5,test,0.505859375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_9357799_9358822_-,brachypodium_distachyon,5,test,0.4716796875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_25710953_25711976_-,brachypodium_distachyon,5,test,0.525390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_14640316_14641339_+,brachypodium_distachyon,5,test,0.37890625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_25636732_25637755_+,brachypodium_distachyon,5,test,0.4482421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_26392464_26393487_+,brachypodium_distachyon,5,test,0.51953125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_27004439_27005462_-,brachypodium_distachyon,5,test,0.3515625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_19738423_19739446_-,brachypodium_distachyon,5,test,0.474609375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_494925_495948_-,brachypodium_distachyon,5,test,0.5185546875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_13145329_13146352_-,brachypodium_distachyon,5,test,0.3759765625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_20399624_20400647_+,brachypodium_distachyon,5,test,0.4892578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_22209558_22210581_-,brachypodium_distachyon,5,test,0.3994140625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_23495395_23496418_+,brachypodium_distachyon,5,test,0.3759765625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_7443784_7444807_-,brachypodium_distachyon,5,test,0.5830078125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_18681822_18682845_+,brachypodium_distachyon,5,test,0.392578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_2951584_2952607_-,brachypodium_distachyon,5,test,0.630859375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_18547708_18548731_-,brachypodium_distachyon,5,test,0.42578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_12890948_12891971_-,brachypodium_distachyon,5,test,0.400390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_19762780_19763803_-,brachypodium_distachyon,5,test,0.3759765625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_12143803_12144826_+,brachypodium_distachyon,5,test,0.4423828125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_2984781_2985804_+,brachypodium_distachyon,5,test,0.5595703125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_27022934_27023957_-,brachypodium_distachyon,5,test,0.513671875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_21901447_21902470_-,brachypodium_distachyon,5,test,0.4296875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_6659391_6660414_-,brachypodium_distachyon,5,test,0.3916015625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_20547496_20548519_-,brachypodium_distachyon,5,test,0.3740234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_16942677_16943700_-,brachypodium_distachyon,5,test,0.5439453125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_17476505_17477528_+,brachypodium_distachyon,5,test,0.373046875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_14603024_14604047_+,brachypodium_distachyon,5,test,0.341796875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_20065673_20066696_+,brachypodium_distachyon,5,test,0.4248046875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_15362644_15363667_+,brachypodium_distachyon,5,test,0.408203125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_7525149_7526172_+,brachypodium_distachyon,5,test,0.44140625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_23098899_23099922_-,brachypodium_distachyon,5,test,0.544921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_11001379_11002402_-,brachypodium_distachyon,5,test,0.40234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_19484110_19485133_-,brachypodium_distachyon,5,test,0.513671875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_10833688_10834711_+,brachypodium_distachyon,5,test,0.375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_15609636_15610659_+,brachypodium_distachyon,5,test,0.482421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_3043559_3044582_+,brachypodium_distachyon,5,test,0.3935546875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_24689426_24690449_+,brachypodium_distachyon,5,test,0.46875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_15494061_15495084_+,brachypodium_distachyon,5,test,0.625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_8367220_8368243_+,brachypodium_distachyon,5,test,0.6025390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_18039453_18040476_-,brachypodium_distachyon,5,test,0.3544921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_2700043_2701066_+,brachypodium_distachyon,5,test,0.4833984375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_6187964_6188987_-,brachypodium_distachyon,5,test,0.5830078125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_3139288_3140311_+,brachypodium_distachyon,5,test,0.3779296875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_21015439_21016462_-,brachypodium_distachyon,5,test,0.625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_21046987_21048010_-,brachypodium_distachyon,5,test,0.390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_27436283_27437306_+,brachypodium_distachyon,5,test,0.421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_22501142_22502165_+,brachypodium_distachyon,5,test,0.4189453125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_24956960_24957983_+,brachypodium_distachyon,5,test,0.4130859375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_6120908_6121931_+,brachypodium_distachyon,5,test,0.3916015625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_20444224_20445247_+,brachypodium_distachyon,5,test,0.517578125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_7878794_7879817_-,brachypodium_distachyon,5,test,0.44140625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_15321337_15322360_-,brachypodium_distachyon,5,test,0.4453125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_23008994_23010017_-,brachypodium_distachyon,5,test,0.5927734375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_9399203_9400226_+,brachypodium_distachyon,5,test,0.482421875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_24264594_24265617_-,brachypodium_distachyon,5,test,0.490234375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_15784797_15785820_-,brachypodium_distachyon,5,test,0.5751953125,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_16559288_16560311_+,brachypodium_distachyon,5,test,0.33984375,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_10483938_10484961_+,brachypodium_distachyon,5,test,0.4169921875,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_20968656_20969679_+,brachypodium_distachyon,5,test,0.34765625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_6018204_6019227_-,brachypodium_distachyon,5,test,0.4775390625,False
Brachypodium_distachyon.Brachypodium_distachyon_v3.0.dna.toplevel_5_4193925_4194948_-,brachypodium_distachyon,5,test,0.5087890625,False
